,Sentence,Score
had a gr8 sunday relaxing enjoying the beautiful weather.,0.024929859719438875,0.024929859719438875
sorry :|,0.02492985971943888,0.02492985971943888
"and by the way, how did you get 1017 followers?",0.02492985971943888,0.02492985971943888
hopefully next summer.,0.02492985971943888,0.02492985971943888
missing the diplomat title friends are gone.,0.02492985971943888,0.02492985971943888
so i can tell you all about the weekend.,0.02501002004008016,0.02501002004008016
best show ever.,0.02501002004008016,0.02501002004008016
is school over yet?,0.025010020040080162,0.025010020040080162
seeing daniel tomorrow!,0.025010020040080162,0.025010020040080162
i might be touring all summer long,0.025090180360721442,0.025090180360721442
"listening to mcr, watching dvd`s,",0.025090180360721446,0.025090180360721446
i`ve done a few different jobs in yj.,0.025170340681362726,0.025170340681362726
nice to meet you!,0.025170340681362726,0.025170340681362726
i hate closin fri _inovera hi jakki!,0.025170340681362733,0.025170340681362733
please o please !,0.02525050100200401,0.02525050100200401
how sad!,0.02525050100200401,0.02525050100200401
are you sad?,0.02525050100200401,0.02525050100200401
so sad.,0.02525050100200401,0.02525050100200401
thank god camera fixed itself.,0.02525050100200401,0.02525050100200401
so sad.,0.02525050100200401,0.02525050100200401
this is all so sad.,0.02525050100200401,0.02525050100200401
so sad!,0.02525050100200401,0.02525050100200401
i have 1 filling that broke and 1 cavitie that needs to get fixed!!!,0.025250501002004013,0.025250501002004013
i wish i could!,0.02533066132264529,0.02533066132264529
i won`t tell hubby if you won`t.,0.02533066132264529,0.02533066132264529
that`s funny _,0.02533066132264529,0.02533066132264529
i wish i was there!,0.02533066132264529,0.02533066132264529
i wish i was.,0.02533066132264529,0.02533066132264529
no i wish.,0.02533066132264529,0.02533066132264529
i wish i had some of that over here.,0.02533066132264529,0.02533066132264529
i wish i had some.,0.02533066132264529,0.02533066132264529
i wish.,0.02533066132264529,0.02533066132264529
you should submit that to failblog.org vmware fusion seems getting slower and slower healthy wishes.,0.025330661322645293,0.025330661322645293
quite all right.,0.025410821643286573,0.025410821643286573
enjoy the week.,0.025410821643286573,0.025410821643286573
feeling very tired.,0.025410821643286573,0.025410821643286573
it is a sad commentary is it not?,0.025410821643286573,0.025410821643286573
wheres the music mannnn!!??,0.025410821643286573,0.025410821643286573
sheeeeit. wish i were there.,0.025410821643286573,0.025410821643286573
i wish you were here nowww!!!,0.025490981963927854,0.025490981963927854
lmao hopefully someone needs some help.,0.025490981963927857,0.025490981963927857
that`s very sweet.,0.025490981963927857,0.025490981963927857
en route 2 the airport!!,0.025490981963927857,0.025490981963927857
"alright, sorry.",0.025490981963927857,0.025490981963927857
awww hes too,0.025490981963927857,0.025490981963927857
"dad just said that our trip to uk is cancelled, due to da swine flu.",0.025571142284569137,0.025571142284569137
"but then it works for me, may not for everyone.",0.025571142284569137,0.025571142284569137
school for a bit.,0.025571142284569137,0.025571142284569137
it was nice seeing you kanina !,0.02557114228456914,0.02557114228456914
does this mean you`re leaving me?,0.02557114228456914,0.02557114228456914
wating for the next metal gear sports car + curb = flat tire.,0.02557114228456914,0.02557114228456914
safari 4 beta (os x) is in a crash loop on startup.,0.02557114228456914,0.02557114228456914
i am so so sad is resting.,0.02557114228456914,0.02557114228456914
grizzly bear concert tonight!!!!!,0.02557114228456914,0.02557114228456914
"wow, nothing like a sale to perk up a girl`s evening, huh! _",0.025651302605210417,0.025651302605210417
being deplyod to falouga-iraq n-week _val_4_now,0.02565130260521042,0.02565130260521042
getting my hair cut todayyyy!,0.02565130260521042,0.02565130260521042
x little taylor?,0.02565130260521042,0.02565130260521042
ace watching cavs game.,0.025731462925851704,0.025731462925851704
glad you`re alright!,0.025731462925851704,0.025731462925851704
watching oceans 11 in vegas - seems so appropriate @ kbal24,0.025811623246492985,0.025811623246492985
has to be done though.,0.025811623246492985,0.025811623246492985
super nice!,0.025811623246492985,0.025811623246492985
major bummer hopped up out the bed put my swwwaaaaggg oooonnnn!,0.025811623246492988,0.025811623246492988
i too had some joy in that department that`s enough!,0.025891783567134268,0.025891783567134268
my poor phone is nekkid without its cover.,0.025891783567134268,0.025891783567134268
i hate the rain.,0.02589178356713427,0.02589178356713427
just broke her dresser shes had since she was three,0.02589178356713427,0.02589178356713427
and twitter!,0.025971943887775552,0.025971943887775552
i feel you.,0.025971943887775552,0.025971943887775552
i feel that!!,0.025971943887775552,0.025971943887775552
you won`t be two blocks away any more?,0.025971943887775552,0.025971943887775552
weekend along with the summer is here,0.025971943887775552,0.025971943887775552
worried about mr. socks tonight.,0.025971943887775552,0.025971943887775552
that little girl on bgt!,0.025971943887775552,0.025971943887775552
feel.,0.025971943887775552,0.025971943887775552
twitter,0.025971943887775552,0.025971943887775552
_dude very nice.,0.025971943887775552,0.025971943887775552
i feel you!,0.025971943887775552,0.025971943887775552
yes ur,0.026052104208416832,0.026052104208416832
i feel violated.,0.026052104208416835,0.026052104208416835
nice to meet you rofl.,0.026052104208416835,0.026052104208416835
alrightttt twitter.,0.026052104208416835,0.026052104208416835
so sad wee.,0.026052104208416835,0.026052104208416835
i haven`t made it downtown or to the beach yet.,0.026052104208416835,0.026052104208416835
nag twitter.,0.026052104208416835,0.026052104208416835
i guess he does sound a bit odd `cause,0.026132264529058116,0.026132264529058116
i am returning to twitter!,0.026132264529058116,0.026132264529058116
hes just not that into you that **** money sign.,0.02613226452905812,0.02613226452905812
watching finding nemo with my nephew so cute!,0.026212424849699396,0.026212424849699396
it was fun ),0.0262124248496994,0.0262124248496994
have fun with that.,0.0262124248496994,0.0262124248496994
have fun!,0.0262124248496994,0.0262124248496994
have fun!,0.0262124248496994,0.0262124248496994
no fun!,0.0262124248496994,0.0262124248496994
no fun!,0.0262124248496994,0.0262124248496994
hey everyone!,0.0262124248496994,0.0262124248496994
have fun!!,0.0262124248496994,0.0262124248496994
have fun!,0.0262124248496994,0.0262124248496994
should be fun.,0.0262124248496994,0.0262124248496994
"for god sake, w-a-t-e-v-a! am hating my life at the moment.",0.02629258517034068,0.02629258517034068
we`re actually at @_careerbuilder_ though!,0.026292585170340683,0.026292585170340683
"dudes, c`mon - that`s almost the ghey!",0.026292585170340683,0.026292585170340683
have a lof of fun!!!,0.026292585170340683,0.026292585170340683
hes so cute.,0.026292585170340683,0.026292585170340683
i was suppose to be @ the b`ham concert tonight!,0.026292585170340683,0.026292585170340683
i feel like poop.,0.026372745490981963,0.026372745490981963
"nite nite, sleep tight!",0.026372745490981963,0.026372745490981963
**** yeah dude!!!,0.026372745490981963,0.026372745490981963
i tweet business & pleasure so just fair warning drinking tea and eating choc chip cookies.,0.026372745490981963,0.026372745490981963
watching wizard of waverly place its raining!!,0.026372745490981966,0.026372745490981966
and the habitat is twitter-active.,0.026372745490981966,0.026372745490981966
i wish i had a smartphone with an irc app.,0.026372745490981966,0.026372745490981966
talk tomorrow.,0.026452905811623247,0.026452905811623247
http://plurk.com/p/svdsh i need some plugs.,0.026452905811623247,0.026452905811623247
sounders game tomorrow!,0.026452905811623247,0.026452905811623247
you gave me the inspiration for my last update.,0.026533066132264527,0.026533066132264527
yeah except the spurs aren`t in the champs like they usually are.,0.026533066132264527,0.026533066132264527
hi kendra whats up?,0.02653306613226453,0.02653306613226453
ok so jeff looks like he has a black eye!!,0.02653306613226453,0.02653306613226453
have fun doll!,0.02653306613226453,0.02653306613226453
sad coz,0.02653306613226453,0.02653306613226453
xmas a week early?,0.026533066132264534,0.026533066132264534
"you`re welcome, of course!",0.02661322645290581,0.02661322645290581
i need a jb,0.02661322645290581,0.02661322645290581
what fun are you speaking of?,0.02661322645290581,0.02661322645290581
twitter has spam!!??,0.026613226452905814,0.026613226452905814
has just joined twitter.,0.026693386773547094,0.026693386773547094
may i please have a couple promo codes to your ea apps?,0.026693386773547094,0.026693386773547094
i just install twitter fox.,0.026693386773547094,0.026693386773547094
on the weekend of my birthday.,0.026693386773547094,0.026693386773547094
yes for sure !,0.026773547094188374,0.026773547094188374
i wish i coulda met you!!,0.026773547094188374,0.026773547094188374
is so glad the weekend is here.,0.026773547094188374,0.026773547094188374
sorry everybody!,0.026773547094188378,0.026773547094188378
are you rooting for ali in the twitter war?,0.026773547094188378,0.026773547094188378
you two make me melt!!!,0.02685370741482966,0.02685370741482966
"have fun, hon!",0.02685370741482966,0.02685370741482966
i need to memorize julius caesar lines @__sugar,0.026853707414829665,0.026853707414829665
morning!!,0.02693386773547094,0.02693386773547094
so how are you doing this morning ?,0.02693386773547094,0.02693386773547094
morning.,0.02693386773547094,0.02693386773547094
morning.,0.02693386773547094,0.02693386773547094
morning all!,0.02693386773547094,0.02693386773547094
"first thing that comes to mind, bear machineeeee!!!!",0.02693386773547094,0.02693386773547094
morning!,0.02693386773547094,0.02693386773547094
i think.,0.027014028056112225,0.027014028056112225
"my cat just fell off my bed lmfao, bless her.",0.027014028056112225,0.027014028056112225
i think.,0.027014028056112225,0.027014028056112225
i think.,0.027014028056112225,0.027014028056112225
familar i hate being yelled and sworn at lets play some russian roulette.,0.02701402805611223,0.02701402805611223
its funny that updating people on the random things you do is so amusing.,0.027094188376753505,0.027094188376753505
but she didn`t follow me very malakas ang ulan.,0.027094188376753505,0.027094188376753505
it is so great.,0.02709418837675351,0.02709418837675351
great!,0.02709418837675351,0.02709418837675351
you were great.,0.02709418837675351,0.02709418837675351
hahah thats so funny !!,0.02709418837675351,0.02709418837675351
great.,0.02709418837675351,0.02709418837675351
great,0.02709418837675351,0.02709418837675351
was it great?,0.02709418837675351,0.02709418837675351
where and when is your next show?,0.02717434869739479,0.02717434869739479
whatcha think?,0.02717434869739479,0.02717434869739479
make her something.,0.02717434869739479,0.02717434869739479
writing like there`s no tomorrow.,0.02717434869739479,0.02717434869739479
hilarious fun,0.02717434869739479,0.02717434869739479
great rhythm!!!,0.027174348697394792,0.027174348697394792
you!but i think your awesomeily!,0.027174348697394792,0.027174348697394792
"absolutely no plans for the weekend had a blast, babe.",0.02725450901803607,0.02725450901803607
i think it was more the tigers crumbling.,0.027254509018036072,0.027254509018036072
little thing why didnï¿½t you get off the train and hug me????,0.027254509018036072,0.027254509018036072
i had a small tweetbreak from twitter,0.027254509018036072,0.027254509018036072
boooooooo i need a haircut.,0.027254509018036072,0.027254509018036072
piano in the morning.,0.027334669338677352,0.027334669338677352
so tired n dizzy 10 more minutes,0.027334669338677356,0.027334669338677356
getting ready.,0.027334669338677356,0.027334669338677356
i feel proud.,0.027334669338677356,0.027334669338677356
i feel awful.,0.027334669338677356,0.027334669338677356
?s this your house ??,0.027334669338677356,0.027334669338677356
i think that counts.,0.027334669338677356,0.027334669338677356
so i just failed my second year of med school.,0.027414829659318636,0.027414829659318636
something for the weekend and leftover dominos.,0.027414829659318636,0.027414829659318636
