text,score
 god bless u and i hope the rest of your weekend is joyfull,0.7783
through to quaterfinals of charity football tournament. my penalty save sent us through,0.4588
_w t`was not an interview in so much as it was a private chat,0.0
"btw. ear is getting better! its about time! finally - i say goodnight twitter world, (even though y`all are already asleep). xoxo",0.8168
this is my 201th update,0.0
rofl.. okay i dont know. but kristin still isnt here,0.1154
 i had to work and missed it    shannon could barely contain herself.  she had an amazingly good time,0.2484
" and the 1600th tweet goes to you because w/o you, i`d have no one to talk to at 3am in the morning! lol <3",0.5848
is playing around && having fun with little kids right now  hahahahaha,0.6249
 you`re welcome...,0.0
 would love to talk to you but i live in england so unfair,-0.5976
 im fine. but a bit tired  im glad that its weekend now.,0.1406
"well, having looked at my bruv`s exam timetable and french oral exam i feel very fortunate  now to, erm, digest my morning revision...",0.6478
on our way to take photos at the park,0.0
  #amtarot thank you so much!,0.4199
 that`s a mess  i`ll look for it next week,-0.3612
"loves gossip girl episode 23, the wrath of con",0.4588
i believe a man died in a car wreck today just right down the road.  it happened at 12 and at 2 he was still in the car.,-0.7579
"imissu, come back home now honey",0.0
 sure thing!,0.3802
 still sad about samantha who?,-0.4767
omg i am in so much pain  ouchies,-0.5542
off to pick up my daughters who appear to be picking up an unhealthy liking for primark...feel like a bad parent,-0.4019
2 hours after teleconference. but can`t go back to sleep. got some work to do. sigh sigh,0.0772
this is my movie weekend!! i`ve watched 5 movies so far,0.0
is coming to the end of his first shift  6.30 local,0.0
 maybe jd can help you out there i don`t know though  but i will ask!,0.2828
" actually, i`m supposed to do that w/ my dad + cousin, my cousin is in trouble though, so we never get together",-0.4019
is having a bbq today!,0.0
" oh, okay. every so often i get this random taste of blood in my mouth that makes me go 'eww, blood'.  haha.",0.5994
 thanks for finding the amusing rubiks pictures tonight. making my evening via  ...,0.6705
omg. today felt like the last day of school! it`s horrible!,-0.3786
 that is sickening... just shoot at will? smh... prayers for his family...,-0.34
_are_fire hii,0.0
" yeah it made a great noise, and tripped the house circuit breaker. good times. $200 worth of parts too",0.8779
 yeah back to work  i get out at 3:30 so it`s not that bad,0.6187
wanted to buy amber bensons death`s daughter today and no where had it,-0.296
" lol, i haven`t made anything yet, i`ve just spread all my supplies out over the dining room table",0.4215
i think i just found my purse soulmate. but its not in my budget,0.3506
happy bank holiday,0.7506
livin on ur own iznt nice at all. i miss my mum,0.296
today is my mother`s birthday- happy birthday & i love you! she is an angel whom has helped me so much during this time of my life,0.8478
awaiting to watch lfctv @ 10am  liverpool vs newcastle game from yesterday!,0.0
" lol it`s not the army it`s starfleet, rules are meant to be broken to get the job done. that`s why he gets the medal",0.4215
" wow, thats quite the trip!",0.6239
last school day tomorrow! it was the funnest day ever. but also really sad  righ ow i`m getting ready to go to moab with phil!!!,0.3135
i wish i was going to be with my st girls tomorrow,0.4019
found out i have to go to the us again in august. getting tired of transatlantic flights. not good for my carbon footprint either,-0.6492
" hey, that link didn`t work for me",0.0
"oh pw, you done me wrong. the signing time in ur children`s article are all wrong...and no neil gaiman?! you tease me.  #bea",-0.784
 i know! that`s why i recommend it,0.4199
sad that the statue of liberty will completely reopen 2 weeks after our nyc trip.,0.0772
awww i wonder when ima get married. shawna and damon are so cute,0.5949
"fourteen hours later, i`m still having the worst allergy flare-up in my life from shooting an engagement session in a field last night...",-0.2732
 i can`t dm you because you aren`t following me,0.0
 nothing yet  still looking....but lets for sure do lunch next week!!,0.4374
i do the same thing to my parents and my best friend too,0.8126
" you saw that fraktastic zoidberg painting that was tweeted around last week or so, didn`t you?",0.0
" thanks! i downloaded the trial version of stuffit, and it worked. good advice.",0.7263
() note to self: never ever leave the macbook pro on the stupid icurve. it fell off.,-0.5027
 iï¿½m sorry for that,-0.0772
oouchhhh i just pinched my own **** by accident trying to fix my top,-0.3182
" if you keep trying, you`ll get it right the last time.",0.0
" hey! negative on the primatech, this handle`s been on the tubes for a decade longer than heroes has",-0.1759
just finished dinner - it was yummy,0.5267
feeling deflated. hubby saw swing set & thinks is a piece of junk. i thought i had found something good 4 the kids,0.5267
" please dont change anything in your site. i love it.. will always love it even if.. so, please? pretty please?",0.9592
blast from the ****`ing past. nts why must you suck so badly at school?,-0.784
off to get ready for school. have an absolute wonderful day!,0.7574
 pffffffffff... it`s not a 100% triumph cuz u gone napping  lmao!!,0.446
 - i produce/direct/film/edit... i write... i coordinate events... i manage don fetti... there ain`t much i don`t do!,0.0
you ever come across something that reminds you alot of the one person that completely broke your heart? cause i just did,-0.4754
just got done watching bedtime stories! love that movie!,0.6988
 oh noooooo!!!      i`m so sorry!!  that sucks hard!,-0.7247
"listening to the commentary track on holiday inn. never thought i`d see bing crosby in black face, but the rest of the movie was cute",0.705
worried about friend,0.25
it are mimi time,0.0
send me your blog`s rss feeds i have a site that will republish and send traffic to your site...,0.0
 my dad told me music that has the power to heal the soul. sure is true of yours,0.6249
 yes so did i  some of the acts are really very cringe worthy! though i do find it very entertaining.,0.8634
driving to work running late like always..... no time for starbucks,0.0772
 don`t you agree?,0.3612
rain. one more reason to stay snuggled beneath the duvet,0.0
found out that a schoolmate died of an heart attack this morning. he was barely 35  will miss u bally!,-0.8089
 i just added a butt to your name in my phone after i made you go home in the cold. because i love you!,0.6696
"schools out, but works in",0.0
"so sorry if i`ve been typing wrongly. usually, after i`ve typed something, i wont read. i`ll just press the `enter` button",-0.1513
fender is hiding under the couch ... he knows i`m getting ready to leave and he isn`t happy about it,0.5859
_shawn when do you go back home? want to see ya b4 u leave homie,0.0258
"seriously my parents are non stop  minniapolis, newport for a week, and now this weekend in san diego  i miss them ",-0.5423
_d awww glad to know little sweet d and leigh are doing good...thanks for the updates howie,0.6915
_sims do you know of any inside scoop on a station that`s anything what kwod was? there`s nothing for us now,0.1531
 you right...we are 'arguing' about nothing...i thought it was healthy conversation,0.4019
", i missed everyone tonight",-0.296
" yeah, but you`ve got admire someone who takes job satisfaction to the nth degree",0.8625
"sigh.. stayed up late cause was on a role w/ assessment, now i`m so tired my eyes r stinging & my head hurts.. & i still need 500 words",-0.5777
_whacker skypeeeeee,0.0
after work....hillcats game!   .25 cent hot dogs haha,0.5093
" i still have plenty of food left here! thanks for coming over, i can`t wait to see how the pictures came out",0.4926
" but i like the idea going to cinema, but monday....",0.5023
i don`t like my dress,0.3612
im not happy,-0.4585
is gonna go for a shower  goin to see hannah montana laterz woo well excited,0.765
with thee ladies getting retarded,-0.5719
wow i must have been tired. i fell asleep @ exactly the start of the 10pm news & now up as if its 8am.,0.2263
i`m at the anime store iat rivercenter going crazy at all the pokemon stuff. i wish i had money,0.0772
taking a nap after work=no sleep right now. the nap felt soooo good but now it seems like a bad idea,-0.1406
happy mothrs day 2 ; all thaa moms outt thr  *,0.5719
_jayy it might hav to cost u a history essay.,0.0
yay! my temperature went down!  i can have dinner with the family tonight.,0.6103
had a great night with friends,0.802
my legs are soft  watching a move with my mommm short day @ workk,0.0
happy mother`s day to all mums on twitter,0.5719
"well poop, my guitar lesson was canceled today  i`m so sad. i hope his son feels better soon tho.",0.4917
i miss my friends so much,0.3612
"i changed my picture  i am soo screwed, i have an assignment due tomorrow that i havent started, i just cant concentrate argh",-0.4939
" here we are!  unofficially, of course, but we are providing all the info you could want for the geelong football club!",0.2579
" just had a look - missed out by a couple of hours, i`m sorry. i`ll let you know next time..",-0.3612
 it was days yesterday and probably today that i wish i had taken the top off my jeep.  i need help haha. it`s fricken hot,0.8481
no school today gd  but dont get to see mates n millsy x,-0.1531
 i didn`t headbutt anyone! not that i know about anyway! ;) you ok today?  football today?,0.6179
 just relax like it is or translated to swedish too? just got to take a look at my next comment,0.6597
just got back from the gym wanna chat with some new people  lets talk! haha,0.5093
"i want to go shopping tomorrow, but i have to work  buy me things, you know you want to!",0.2244
 i like the last part in your methodology.,0.3612
back from mountains,0.0
the last time pankraz. why do they have to got the same name ?!?!,0.0
hahaha yay emily i m cool  ,0.8519
14 days until boyzone,0.0
p.s.  thought you were gonna follow me back on twit-har ?,0.0
 i envy everyone on aots...,-0.2732
_hayward go two way mirrors,0.0
" mandy!!!  it won`t let me vote  i want her to win but i can`t help, i am gonna jump off a bridge (kidding) but this sux",0.4877
studying with  and colette!,0.0
wants to wish all the moms out there (and moms-to-be) a very happy mother`s day!,0.7897
 it`s ok lol  i think we might do the same dates.,0.6124
smiling!  these guys are!    turn up your speakers and smile~life is good! http://www.imtiredonline.com/smile/,0.7767
