,text,score,length
373,cant wait to see my boy tomorrow,0.0,32
18306,watchin hollyoaks...poor justin!,0.0,32
16824, er yea am i doubly awesome now?,0.6249,32
5256, as long as you take me with you,0.0,32
3686,currently watching american idol,0.0,32
16735, lucky u im stuck in the rain...,0.2023,32
20612,is sad she got her plans cancled,-0.4767,32
18294, i don`t think i`m going camping,0.0,32
16589,har vondt i ryggen my back hurts,-0.4767,32
16357,you said you effed up your nose!,0.0,32
7676,haha. i love you too aimeeeeeee!,0.8172,32
26388,  i`m sorry. this is all so sad.,-0.6476,32
19057,"fml, i cant loose another friend",-0.1695,32
2053, been there!  need somewhere new,0.0,32
7693,lets play some russian roulette.,0.34,32
20214,is celebrating her 21st birthday,0.5719,32
8857," no, but geek minds think alike.",-0.4215,32
17519, and i have cheese and no chips.,-0.296,32
2039, **** it! must be morrisons then,0.0,32
17945,burp the frog  http://is.gd/rae9,0.0,32
101," certainly not cheers than, huh?",-0.0397,32
16587,booo dario let tk get a hair cut,-0.2732,32
4718,whoops...  not  in my last tweet,0.0,32
2965,finally a black disney princess.,0.0,32
22953, ahh i love u! u got a twitterrr,0.6696,32
13075,chillin with christina and diana,0.0,32
162,night of the cookers with my dad,0.0,32
11350, is it that quiet at the office?,0.0,32
17485,don`t want to go to work tonight,0.0772,32
25970, that`s not too bad.  good luck!,0.577,32
11589,i love my big brother very much.,0.6369,32
17958,_heidi_v  thank you pretty lady.,0.6908,32
82,fell asleep waiting for my ride!,0.0,32
19015,hoping to hear from you all soon,0.4215,32
24014,jb are so cute!  lmfao -giggles-,0.8375,32
21490,morning. off to school... ickkk!,0.0,32
17443, lmao i`m glad you guys liked it,0.8658,32
23133,i am using an on-screen keyboard,0.0,32
22485,at wrk  ...gtta come back tonite,0.0,32
980, haha i will remember that  ****,0.4588,32
19122,maybe i won`t be getting a call.,0.0,32
9246," that`s kinda cute, to be honest",0.719,32
19386,: saw it yesterday. pretty good.,0.7269,32
25570, thank you for that!  i know it.,0.4199,32
4469, oh no! dead muffins ... how sad,-0.8718,32
10756,"_01 here is winter, but not snow",0.0,32
7038,adventures with jamie and bethhh,0.34,32
10748, go log in to your myspace page.,0.0,32
15602,yeh. merch shopping to look fab.,0.4588,32
100,4am. and im on the beach. pretty,0.4939,32
25246,wish i can be with her every day,0.4019,32
10962,it`s car crash tv at it`s worst.,-0.7783,32
17616, - no i didnt get your text.....,-0.296,32
8995,goodness gracious my chair broke,0.5859,32
19563,i think the rain killed my phone,-0.6705,32
17605,   what did i do to you!  sheesh,0.0,32
25529,can`t set up my phone on twitter,0.0,32
8807, isn`t that a local dish? borrow,0.0,32
10634,can`t sleep and nothings on tv!!,0.0,32
15592,  in all honesty...pain   blech.,0.0,32
1903, i ask myself that all the time.,0.0,32
19353, congrats on graduating college!,0.5707,32
20089,got to clean the bathroom today.,0.4019,32
1886, @_mintyfresh thanks very much!!,0.5399,32
1139, happy may day and star wars day,0.0258,32
25483,it hurts to breathe again.. why?,-0.4767,32
19274, i know i`m so excited for them!,0.528,32
20081, tnx for the reply on myspace...,0.2732,32
10689, have a awesome day at school!!!,0.7163,32
11657,i love stereosound hq headphones,0.6369,32
15910, suspect tax-man is at fault....,-0.296,32
21276,feeling the need for more advil.,0.128,32
1120,its my burfday and i`m all alone,-0.25,32
19366,congrats ...so proud of you girl,0.7579,32
22387,_  leiiin i can play the introoo,0.34,32
6731,liking my fake tan orange colour,-0.1027,32
1088,wow i have no friends on twitter,0.6908,32
25983, i was nice!! i called you  lmao,0.8065,32
13006, i agree! && i like the new pic!,0.6792,32
6833, lol at the vats on the insiders,0.4215,32
3233,back to my interesting emails...,0.4019,32
11356, that`s not great  guy related??,-0.5653,32
19163, answer my really cool questions,0.3804,32
1388,how i wish the result is true...,0.4019,32
25410, yeaup. i was gonna tell ya that,0.0,32
21255,ouchhhhhh i burnt my frkn tongue,0.0,32
13440,writing out to tape.  #48hoursnz,0.0,32
15571, you`re not singing in the rain?,0.0,32
1184,but i`m talking to the boy first,0.0,32
3227,i have sore throat. that`s suck.,-0.6597,32
16012, i need a hug i dnt feel so good,0.7809,32
14967,poor little mba is on fire again,-0.6705,32
26185,eating a dillybar from dq! yuuum,0.0,32
19368,i have a farmers sunburn! ahhhh!,0.0,32
2904,signing off. mom`s day tomorrow.,0.0,32
1793,"omds! holly steel, bless her!  x",0.5242,32
14654, maybe she`s funny like a jester,0.6597,32
19889,rip grandpa  graduation today...,0.0,32
25065," yup, 1987 lol. sweet year  haha",0.8316,32
4452,thanks for the feedback everyone,0.4404,32
14552,baked a cake & watching a movie.,0.0,32
23237, oh those messages. probably not,0.0,32
19898,making my mom a mothers day card,0.0,32
26561,at the drive ins with daa crewww,0.0,32
4237,i just got a wiff of pazik fart!,0.0,32
19493," hey hey, some else has twitter!",0.0,32
26073,yum! whole box of cookies for me,0.0,32
11099," vancouver, so classy.  #canucks",0.4927,32
27379, i would but you`re too far away,0.0,32
26541, i hope you knew its due tuesday,0.4404,32
27199, who knows  it makes me sad  lol,-0.0772,32
26531, then i guess that makes me dot?,0.0,32
15085,_benson loved the #macaramber!!!,0.6981,32
19010,http://twitpic.com/6698b - clean,0.4019,32
16367,i missed  giving away a ttc code,0.0516,32
7922,"imissu, come back home now honey",0.0,32
14518, mtv movie awards. go vote! stat,0.5093,32
20427,chillen just started on twitter.,0.0,32
25662,is watching the final underbelly,0.0,32
294,"family is here,hanging with them",0.0,32
21073, are you tweeting while running?,0.0,32
27152,happy star wars day // will week,0.0258,32
18715,"days with cellstorms, i like it!",0.4199,32
7284,no more brother for 2 weeks.....,-0.296,32
19762, i love to read ur little quotes,0.6369,32
18725,bye! off to the movies with jake,0.0,32
18074,why do i always have a headache?,0.0,32
23291,its raining!! gng for rain dance,0.0,32
26619, she must be a were-wookiee then,0.0,32
830,goodnight magic and pretty world,0.4939,32
1331,waking up early to go to the gym,0.0,32
5817,watching wizard of waverly place,0.0,32
4896,_03 he`ll know tupac lyrics too!,0.0,32
24040, no plans tonight? .............,-0.296,32
3838," my pleasure, its a great recipe",0.8316,32
18789,will be back in dallas tomorrow.,0.0,32
15124,heading to xs with nadia!! yeee!,0.0,32
3094,my best friend is coming!excited,0.8268,32
4850,working   but it`s fridaaaayyyyy,0.0,32
19528,life sucks if ur not having fun.,-0.6372,32
20376, yeah they are basically awesome,0.743,32
16324,  you are disappointing me......,-0.4939,32
7355, don`t care about my struggles..,0.4939,32
2891,sad that everyone is leaving me.,-0.4767,32
16300,happy mother`s day all you moms!,0.6114,32
22206,i learned the hoedown throwdown!,0.0,32
9080,just had a falling out with nick,-0.1531,32
14620, is work next door sucking again,0.0,32
26476,i  do not want to work tomorrow!,-0.1316,32
13344, haha kk tell me when u remember,0.6705,32
6569,cool. cant wait for dustbin baby,0.3182,32
3316,watching miley cyrus on youtube!,0.0,32
15291,  holla happy early mother`s day,0.5719,32
25941,"layenn down,uughh dunt feel well",0.2732,32
80, thank yyyyyyyyyoooooooooouuuuu!,0.4199,32
14639, god bless you my dear friend...,0.7579,32
25601, aww way to make me feel special,0.4019,32
26107,need to leave now.. tweet laters,-0.0516,32
14641,thanks kate too.  *kisses* xoxo.,0.7845,32
16256,hey dasit thanks for the message,0.4404,32
14632,just got caught in the down pour,0.0,32
5768,i am on blaze and my head hurts.,-0.4767,32
26217,i hate being yelled and sworn at,-0.5719,32
25690," i`ll take a lookie, sound great",0.6249,32
1588, enjoy! family trumps everything,0.5411,32
2158, bet sexy; i added u on myspace!,0.5707,32
21488,_kelly pj days are the best days,0.6369,32
5595," good morning, good wakeup music",0.7003,32
18948,i am parked in fs yet no ticket.,-0.296,32
19919, yeahhh... thx. i figured it out,0.3612,32
3056,awww i`ve lost a follower i fail,-0.7003,32
26512,in media still havnet found ipod,0.0,32
17424, yooo! its rainin dumb hard out.,-0.6114,32
15763, aha the mom super power - guilt,0.4215,32
27224, its so nice i ahd to work today,0.4754,32
13544,boo for all the season finales..,0.0,32
17627, love you 2  so how are you? xxxx,0.6369,33
17128,i am so sorry i fell asleep first,-0.1513,33
24045,i hate the biatches of this world,-0.5719,33
24038,  aww-that`s my last one. roo-oop,0.0,33
17134, i`m getting this assignment done,0.0,33
13148,at home alone with not much to do,-0.25,33
109," woof, i wish i was allowed to go",0.4019,33
9064, awwwwww....i know that feeling!!,0.2695,33
8481,enjoying my weekend with my kids!,0.5707,33
17110, thanks  sweet dreams to you too!,0.8356,33
17632,toooo much outside killen my eyes,0.0,33
24189," maybe you have, my memory sucks.",-0.3612,33
3190, omg same here! they hurt so much,-0.5707,33
3460, i wanna join the twit club......,0.296,33
24124,    you guys can make it through!,0.0,33
13805,"yeah, i was wasting my time  fail",-0.6124,33
3054,watching the 3rd episode of jonas,0.0,33
17119, that`s exactly why i follow you.,0.0,33
5840,i dont associate with fake asses!,0.4303,33
9112,  i was watching parental control,0.0,33
357,this is sooo crazy i have fever..,-0.34,33
2737, i`m now a member of the street!!,0.0,33
8708, awww mate. that`s such a shitter,0.0,33
17432,wake up...and go make breakfast..,0.0,33
2754,the cats are gone. all 3 of them.,0.0,33
17237, hey mate fancy finden you on hea,0.0,33
21744, the bag looks stylish. congrats!,0.5707,33
17997,   doh! i`m an inside job lolzor.,0.0,33
18150, thanks! i will try #boarding out,0.4926,33
5774,i have to work tomorrow too sheli,0.0,33
13694,: probably not  i want to go home,-0.0572,33
5282, i just had pasta  from pizzahut.,0.0,33
9417, & you still are not following me,0.0,33
18005,i`ll go now.i`ll watch teen nick!,0.0,33
243, let me know how that turns out!!,0.0,33
12792,the rain bring back some memories,0.0,33
13675,oh what a night love me some aces,0.6369,33
17328,no one is at the tesla dealership,-0.296,33
13208, nice yo!!! live it for me buddy!,0.6083,33
18076, wat the! you were in riverside??,0.0,33
2839,im bored.. rc is goin maintenance,0.0,33
21678,i hate this weather  i wanna bake,-0.5719,33
24369," by the way, it`s inconvenient...",0.0,33
8715, that sucks.  but woot for misha.,0.4497,33
17385, ...yawn is it that time already!,0.0,33
23866,: i will press that ignore button,-0.3612,33
12818,watching beauty & the beast  haha,0.7783,33
21116,why is it soooo cold & ugly out??,-0.5661,33
12899, in bucher`s class?! i cried too!,-0.4912,33
24108,i`ve got to catch the bus to work,0.0,33
17393, so i guess im stuck in the lobby,-0.2878,33
2867,the sun is shinning! im off out!!,0.0,33
17135,can`t sleep....restless mind! agh,0.0,33
17459,"new job today, wish me luck peeps",0.6908,33
17201, the fever`s gone ... thanks jen!,0.4926,33
3100,twitter is slowing me down today.,0.0,33
27045,_and_zi thanks! i`m on my way now,0.4926,33
5946,"good day, ya`ll! happy mom`s day!",0.8011,33
21798, that would be an idea  haha ****,0.4588,33
5654,will cook a sumptuous lunch today,0.0,33
17593, love session 2 of king of queens,0.6369,33
3002,loopjazz  yess!!! ez most bejï¿½n,0.5229,33
27301,"oh top gear (uk), how i love thee",0.7184,33
17548, i heard that you can`t make it!!,0.0,33
5236," oh, i`m jealous (how surprising)",-0.4588,33
21578, lucky...and a wife who loves me.,0.5719,33
5928,going to see my grandad today  <3,0.4404,33
13736, what`s wrong?  maybe i can help?,-0.1926,33
5413, why did u copy wot i wrote //hmm,0.0,33
8775, sorry i can not reach either url,-0.0961,33
24246," ahh man, and im off next weekend",0.0,33
9513,"what a dreary, rainy, crappy day.",-0.743,33
17468, i love sausage too  #kitchenfire,0.6369,33
21623, it`s a an mk mentality...i think,0.0,33
2934,"come on, man, give me some slack!",0.0,33
9225, left a comment on your blog post,0.0,33
13216,early morning golf on a sunny day,0.4215,33
3282,dinner and a movie with the hubby,0.0,33
8904,hanging out with the goddaughters,0.0,33
2942, that would be great!!!  thanks!!,0.8469,33
27408, haha malamang as one of my chef.,0.4588,33
24109,have to put my dog down tomorrow.,0.0,33
8751,im sad right now becuz of my lady,-0.4767,33
17510,is working it out allll day long.,0.0,33
3428,at myhouse with the girls tonight,0.0,33
23955,wants the tickets for the concert,0.0,33
3152,"john, are you sure we aren`t mtb?",0.3182,33
17692,on the way to see my grandparents,0.0,33
7124, a whole season behind the us now,0.0,33
8455, ahhhhh  well at least i`m up to!,0.3382,33
14473, haha it will be interesting haha,0.8271,33
16545, omg i want to go to the beach!!!,0.2905,33
26625,i`m so bunged up!! i hate colds!!,-0.7296,33
8007,with thee ladies getting retarded,-0.5719,33
20455,wtf come i need this day to go by,-0.5859,33
20447,  i know... he`s mad at us... :`(,-0.4939,33
1832, maybe cause you look so innocent,0.4795,33
18743,"i dislike math, but math hates me",-0.6858,33
25041,_hotsawce owwwwww! gooood morning,0.0,33
16564,alone @ home... nice  very nice!!,0.6351,33
11594,i am sooooooo bored in textiles !,-0.3382,33
12059, i **** miss that band so so much,-0.1531,33
4888, aw it was so sad  shes too cute!,-0.3145,33
25544,just got home from work and tired,-0.4404,33
12025,"chris pine, please be mine.  haha",0.6486,33
14554,just watched jonas. it was funny.,0.4404,33
7925,omg i am in so much pain  ouchies,-0.5542,33
18843," morning sweetie, you cool?  ****",0.6705,33
16416,one of the worst days of my life.,-0.6249,33
6811,wish i didn`t have to work today.,0.4019,33
16458,rain  oh well it`s still friday!!,0.3987,33
20472, not having hulu in germany sucks,-0.3612,33
7433,   i need a wardrobe intervention,0.0,33
3794,        _beckett thanks so much !,0.4926,33
20596,ahaha im here carlos;;  wasssup?!,0.0,33
23412,_diva as always  coffee? cookies?,0.0,33
26695," i added it, are you still awake?",0.0,33
6944, we want pictures as proof though,0.0772,33
16704, hahahah thank you  feel the love,0.7717,33
7369,"eating toast  ~peanut butter,,yum",0.0,33
16694,it`s natsmith88 last friday today,0.0,33
1748,"in pain,, poor me, i hate the sun",-0.7783,33
16658, it`s month end  i`m here till 11,0.0,33
15076,just dropped my biscuit in my tea,0.0,33
4212,good morning! off to the gym i go,0.4926,33
2340,mother`s day has been good for me,0.4404,33
23361,all the people i talk to are gone,0.0,33
18669,_from_hell  how`s monday for you?,0.0,33
19929, nothing wrong with that samantha,0.3724,33
16602, i know. but it won`t be the same,0.0,33
2312,"gotta sleep, and then off to work",0.0,33
19396,so bored...miss everybody already,0.0,33
15045,feeling nauseous and can`t sleep.,0.128,33
1217,on my way to work. i`m so hungry!,0.0,33
18689,"urgh, i really hate that medicine",-0.6115,33
10704, oh yes. there was no feasts left,0.128,33
9928,i wanna move back to pennsylvania,0.0,33
10226,sleep sounds good right about now,0.4404,33
10677,  i want to go to the pub. boooo.,0.0772,33
11871, they look nice atleast  haha. <3,0.8271,33
16166, i know  i think i`m like dieing!,0.4199,33
6648,looks like no diamond ball for me,0.4019,33
26267,ahh im in love.  hes theeee best.,0.8555,33
1000,homework on a friday night...lame,0.0,33
16017, awhhh it was so nice to see you.,0.5598,33
22372, white wine reminds me of vinegar,0.0,33
11862,  hahaha well its try its so ugly,0.1176,33
4685," - u aint lost me, i`m right here",0.2411,33
10597, that`s such a long time from now,0.0,33
10562," haha, it`s okay to be different!",0.636,33
16130,awww that poor little girl on bgt,-0.4767,33
20155,massive morning.. i`m stuffed now,0.0,33
